"NGC","Description","ra_hour_decimal","dec_deg_decimal"
63,"Galaxy Psc",0.295,11.45
64,"Galaxy Cet",0.291666666666667,-6.85
65,"Galaxy Cet",0.318333333333333,-22.9
66,"Galaxy Cet",0.32,-22.95
67,"Galaxy And",0.303333333333333,30.0666666666667
68,"Galaxy And",0.305,30.0666666666667
69,"Galaxy And",0.305,30.0333333333333
70,"Galaxy And",0.306666666666667,30.0833333333333
71,"Galaxy And",0.306666666666667,30.0666666666667
72,"Galaxy And",0.308333333333333,30.0333333333333
73,"Galaxy Cet",0.313333333333333,-15.35
74,"Galaxy And",0.315,30.05
75,"Galaxy Psc",0.325,6.41666666666667
76,"Galaxy And",0.326666666666667,29.9333333333333
77," Cet",0.333333333333333,-22.5166666666667
79,"Galaxy And",0.35,22.5666666666667
80,"Galaxy And",0.353333333333333,22.35
81,"Galaxy And",0.353333333333333,22.3666666666667
83,"Galaxy And",0.356666666666667,22.4333333333333
86,"Galaxy And",0.358333333333333,22.55
87,"Galaxy Phe",0.353333333333333,-48.6333333333333
88,"Galaxy Phe",0.355,-48.65
89,"Galaxy Phe",0.355,-48.6833333333333
90,"Star And",0.365,22.4166666666667
92,"Galaxy Phe",0.358333333333333,-48.6333333333333
93,"Galaxy And",0.366666666666667,22.4166666666667
94,"Galaxy And",0.37,22.4666666666667
95,"Galaxy Psc",0.37,10.5
96,"Galaxy And",0.371666666666667,22.55
97,"Galaxy And",0.373333333333333,29.7333333333333
98,"Galaxy Phe",0.38,-45.2666666666667
99,"Galaxy Psc",0.4,15.7833333333333
100,"Galaxy Psc",0.4,16.4833333333333
101,"Galaxy Scl",0.398333333333333,-32.5666666666667
102,"Galaxy Cet",0.406666666666667,-13.95
103,"Open Cluster Cas",0.421666666666667,61.35
104,"Globular Cluster Tuc",0.401666666666667,-72.0833333333333
105,"Galaxy Psc",0.421666666666667,12.8833333333333
107,"Galaxy Cet",0.426666666666667,-8.28333333333333
108,"Galaxy And",0.431666666666667,29.2166666666667
109,"Galaxy And",0.436666666666667,21.8166666666667
110,"Open Cluster Cas",0.456666666666667,71.3833333333333
112,"Galaxy And",0.445,31.7166666666667
113,"Galaxy Cet",0.45,-2.5
114,"Galaxy Cet",0.451666666666667,-1.78333333333333
115,"Galaxy Scl",0.446666666666667,-33.6833333333333
116,"Galaxy Cet",0.453333333333333,-7.7
117,"Galaxy Cet",0.453333333333333,1.31666666666667
118,"Galaxy Cet",0.455,-1.78333333333333
119,"Galaxy Phe",0.451666666666667,-56.9833333333333
120,"Galaxy Cet",0.458333333333333,-1.51666666666667
121,"Globular Cluster Tuc",0.446666666666667,-71.5333333333333
124,"Galaxy Cet",0.465,-1.81666666666667
125,"Galaxy Psc",0.48,2.83333333333333
126,"Galaxy Psc",0.485,2.81666666666667
127,"Galaxy Psc",0.486666666666667,2.86666666666667
128,"Galaxy Psc",0.486666666666667,2.85
129,"Open Cluster Cas",0.498333333333333,60.2333333333333
130,"Galaxy Psc",0.488333333333333,2.86666666666667
131,"Galaxy Scl",0.493333333333333,-33.2666666666667
132,"Galaxy Cet",0.503333333333333,2.1
133,"Open Cluster Cas",0.52,63.3666666666667
134,"Galaxy Scl",0.506666666666667,-33.25
135," Cet",0.53,-13.3666666666667
136,"Open Cluster Cas",0.525,61.5333333333333
137,"Galaxy Psc",0.518333333333333,10.1833333333333
138,"Galaxy Psc",0.516666666666667,5.16666666666667
139,"Galaxy Psc",0.516666666666667,5.08333333333333
140,"Galaxy And",0.521666666666667,30.7833333333333
141,"Galaxy Psc",0.523333333333333,5.18333333333333
142,"Galaxy Cet",0.521666666666667,-22.6166666666667
143,"Galaxy Cet",0.523333333333333,-22.5666666666667
144,"Galaxy Cet",0.523333333333333,-22.65
145,"Galaxy Cet",0.528333333333333,-5.15
146,"Open Cluster Cas",0.551666666666667,63.3
147,"Galaxy Cas",0.553333333333333,48.5
148,"Galaxy Scl",0.571666666666667,-31.7833333333333
149,"Galaxy And",0.561666666666667,30.7166666666667
150,"Galaxy Scl",0.571666666666667,-27.8
151,"Galaxy Cet",0.566666666666667,-9.7
152,"Globular Cluster Tuc",0.546666666666667,-73.15
153," Cet",0.566666666666667,-9.7
154,"Galaxy Cet",0.568333333333333,-12.65
155,"Galaxy Cet",0.578333333333333,-10.7666666666667
157,"Galaxy Cet",0.58,-8.4
159,"Galaxy Phe",0.576666666666667,-55.7833333333333
160,"Galaxy And",0.601666666666667,23.95
161,"Galaxy Cet",0.591666666666667,-2.83333333333333
163,"Galaxy Cet",0.6,-10.1166666666667
164,"Galaxy Psc",0.608333333333333,2.75
165,"Galaxy Cet",0.608333333333333,-10.1
166,"Galaxy Cet",0.596666666666667,-13.6166666666667
167,"Galaxy Cet",0.588333333333333,-23.3666666666667
168,"Galaxy Cet",0.611666666666667,-22.6
169,"Galaxy And",0.615,23.9833333333333
170,"Galaxy Cet",0.611666666666667,1.85
171," Cet",0.623333333333333,-19.9333333333333
172,"Galaxy Cet",0.621666666666667,-22.6
173,"Galaxy Cet",0.62,1.93333333333333
174,"Galaxy Scl",0.615,-29.4833333333333
175,"Galaxy Cet",0.623333333333333,-19.9333333333333
176,"Open Cluster Tuc",0.596666666666667,-73.1833333333333
177,"Galaxy Cet",0.625,-22.5666666666667
178,"Galaxy Cet",0.651666666666667,-14.1666666666667
179,"Galaxy Cet",0.63,-17.8833333333333
180,"Galaxy Psc",0.633333333333333,8.63333333333333
181,"Galaxy And",0.636666666666667,29.4666666666667
182,"Galaxy Psc",0.636666666666667,2.73333333333333
183,"Galaxy And",0.638333333333333,29.5
184,"Galaxy And",0.641666666666667,29.4333333333333
185,"Galaxy Cas",0.65,48.3333333333333
186,"Galaxy Psc",0.641666666666667,3.15
187,"Galaxy Cet",0.66,-14.6833333333333
188,"Open Cluster Cep",0.733333333333333,85.3333333333333
189,"Open Cluster Cas",0.66,61.0666666666667
190,"Galaxy Psc",0.648333333333333,7.03333333333333
191,"Galaxy Cet",0.65,-9
192,"Galaxy Cet",0.655,0.85
193,"Galaxy Psc",0.655,3.33333333333333
194,"Galaxy Psc",0.655,3.03333333333333
195,"Galaxy Cet",0.66,-9.2
196,"Galaxy Cet",0.655,0.9
197,"Galaxy Cet",0.656666666666667,0.883333333333333
198,"Galaxy Psc",0.656666666666667,2.8
199,"Galaxy Psc",0.66,3.11666666666667
200,"Galaxy Psc",0.66,2.88333333333333
201,"Galaxy Cet",0.661666666666667,0.85
202,"Galaxy Psc",0.661666666666667,3.51666666666667
203,"Galaxy Psc",0.661666666666667,3.43333333333333
204,"Galaxy Psc",0.663333333333333,3.28333333333333
205,"Galaxy And",0.673333333333333,41.6833333333333
207," Cet",0.666666666666667,-14.3
208,"Galaxy Psc",0.673333333333333,2.73333333333333
209,"Galaxy Cet",0.651666666666667,-18.6333333333333
210,"Galaxy Cet",0.676666666666667,-13.8666666666667
211,"Star Psc",0.683333333333333,3.43333333333333
212,"Galaxy Phe",0.668333333333333,-56.1666666666667
213,"Galaxy Psc",0.686666666666667,16.4666666666667
214,"Galaxy And",0.691666666666667,25.5
215,"Galaxy Phe",0.68,-56.2166666666667
216,"Galaxy Cet",0.69,-21.05
217,"Galaxy Cet",0.691666666666667,-10.0333333333333
218,"Galaxy And",0.696666666666667,36.35
219,"Galaxy Cet",0.705,0.9
220,"Open Cluster Tuc",0.675,-73.4
221,"Galaxy And",0.711666666666667,40.8666666666667
222,"Open Cluster Tuc",0.676666666666667,-73.4
223,"Galaxy Cet",0.711666666666667,0.85
224,"Galaxy And",0.711666666666667,41.2666666666667
225,"Open Cluster Cas",0.723333333333333,61.7833333333333
226,"Galaxy And",0.713333333333333,32.5666666666667
227,"Galaxy Cet",0.71,-1.53333333333333
228,"Galaxy And",0.713333333333333,23.5
229,"Galaxy And",0.716666666666667,23.4833333333333
230,"Galaxy Cet",0.706666666666667,-23.6333333333333
231,"Open Cluster Tuc",0.683333333333333,-73.3666666666667
232,"Galaxy Cet",0.711666666666667,-23.5666666666667
233,"Galaxy And",0.723333333333333,30.5833333333333
234,"Galaxy Psc",0.723333333333333,14.3333333333333
236,"Galaxy Psc",0.725,2.93333333333333
237,"Galaxy Cet",0.725,-0.116666666666667
238,"Galaxy Phe",0.723333333333333,-50.1833333333333
239," Cet",0.743333333333333,-3.78333333333333
240,"Galaxy Psc",0.751666666666667,6.13333333333333
241," Tuc",0.723333333333333,-73.4333333333333
242,"Open Cluster Tuc",0.726666666666667,-73.45
243,"Galaxy And",0.765,29.9333333333333
244,"Galaxy Cet",0.763333333333333,-15.6
245,"Galaxy Cet",0.768333333333333,-1.73333333333333
246,"Planetary Nebula Cet",0.783333333333333,-11.8833333333333
247,"Galaxy Cet",0.785,-20.7666666666667
248,"Nebula Tuc",0.756666666666667,-73.3833333333333
249,"Nebula Tuc",0.756666666666667,-73.0833333333333
250,"Galaxy Psc",0.788333333333333,7.91666666666667
251,"Galaxy Psc",0.796666666666667,19.5666666666667
252,"Galaxy And",0.8,27.6333333333333
253,"Galaxy Scl",0.793333333333333,-25.2833333333333
254,"Galaxy Scl",0.791666666666667,-31.4166666666667
255,"Galaxy Cet",0.796666666666667,-11.4666666666667
256,"Cluster Nebulosity Tuc",0.765,-73.5
257,"Galaxy Psc",0.801666666666667,8.31666666666667
258,"Galaxy And",0.803333333333333,27.6333333333333
259,"Galaxy Cet",0.801666666666667,-2.78333333333333
260,"Galaxy And",0.81,27.7
261,"Nebula Tuc",0.775,-73.1166666666667
262,"Galaxy And",0.813333333333333,31.95
263,"Galaxy Cet",0.815,-13.1
264,"Galaxy Scl",0.805,-38.2333333333333
265,"Globular Cluster Tuc",0.793333333333333,-73.4833333333333
266,"Galaxy Psc",0.83,32.2666666666667
267,"Cluster Nebulosity Tuc",0.8,-73.2833333333333
268,"Galaxy Cet",0.836666666666667,-5.2
269,"Globular Cluster Tuc",0.808333333333333,-73.5333333333333
270,"Galaxy Cet",0.845,-8.65
271,"Galaxy Cet",0.846666666666667,-1.88333333333333
272,"Open Cluster And",0.856666666666667,35.8333333333333
273,"Galaxy Cet",0.846666666666667,-6.88333333333333
274,"Galaxy Cet",0.85,-7.05
275,"Galaxy Cet",0.851666666666667,-7.06666666666667
276,"Galaxy Cet",0.868333333333333,-22.6833333333333
277,"Galaxy Cet",0.858333333333333,-8.58333333333333
278,"Galaxy Cas",0.868333333333333,47.55
279,"Galaxy Cet",0.871666666666667,-2.2
280,"Galaxy And",0.875,24.3333333333333
281,"Cluster Nebulosity Cas",0.88,56.6166666666667
282,"Galaxy Psc",0.88,30.6166666666667
283,"Galaxy Cet",0.888333333333333,-13.1833333333333
284,"Galaxy Cet",0.893333333333333,-13.15
285,"Galaxy Cet",0.895,-13.1666666666667
286,"Galaxy Cet",0.893333333333333,-13.1
287,"Galaxy Psc",0.893333333333333,32.4833333333333
288,"Globular Cluster Scl",0.88,-26.5833333333333
289,"Galaxy Scl",0.878333333333333,-31.2
290,"Open Cluster Tuc",0.855,-73.15
291,"Galaxy Cet",0.893333333333333,-8.75
292,"Galaxy Tuc",0.88,-72.8333333333333
293,"Galaxy Cet",0.905,-7.23333333333333
294,"Nebula Tuc",0.868333333333333,-73.35
295,"Galaxy Psc",0.92,31.5166666666667
296,"Galaxy Psc",0.923333333333333,31.6666666666667
298,"Galaxy Cet",0.916666666666667,-7.35
299,"Cluster Nebulosity Tuc",0.9,-72.1666666666667
300,"Galaxy Scl",0.915,-37.6833333333333
304,"Galaxy And",0.935,24.1166666666667
306,"Cluster Nebulosity Tuc",0.915,-72.2166666666667
307,"Galaxy Cet",0.943333333333333,-1.76666666666667
309,"Galaxy Cet",0.945,-9.91666666666667
311,"Galaxy Psc",0.96,30.2666666666667
312,"Galaxy Phe",0.938333333333333,-52.7833333333333
314,"Galaxy Scl",0.948333333333333,-31.9666666666667
315,"Galaxy Psc",0.963333333333333,30.35
318,"Galaxy Psc",0.968333333333333,30.4166666666667
319,"Galaxy Phe",0.95,-43.8333333333333
320,"Galaxy Cet",0.98,-20.8333333333333
321,"Galaxy Cet",0.956666666666667,-5.03333333333333
322,"Galaxy Phe",0.953333333333333,-43.7333333333333
323,"Galaxy Phe",0.945,-52.9833333333333
324,"Galaxy Phe",0.976666666666667,-40.5
325,"Galaxy Cet",0.965,-5.13333333333333
326,"Galaxy Psc",0.973333333333333,26.8666666666667
327,"Galaxy Cet",0.965,-5.13333333333333
328,"Galaxy Phe",0.95,-52.9166666666667
329,"Galaxy Cet",0.966666666666667,-5.06666666666667
330,"Open Cluster Tuc",0.936666666666667,-72.4833333333333
331,"? Cet",0.976666666666667,-2.71666666666667
332,"Galaxy Psc",0.98,7.1
333,"Galaxy Cet",0.98,-16.4833333333333
334,"Galaxy Scl",0.98,-35.1333333333333
335,"Galaxy Cet",0.988333333333333,-18.2333333333333
336,"Galaxy Cet",0.98,-18.7666666666667
337,"Galaxy Cet",0.996666666666667,-7.58333333333333
338,"Galaxy Psc",1.01,30.65
339,"Globular Cluster Tuc",0.961666666666667,-74.4833333333333
340,"Galaxy Cet",1.01,-6.88333333333333
341,"Galaxy Cet",1.01333333333333,-9.18333333333333
342,"Galaxy Cet",1.01333333333333,-6.78333333333333
345,"Galaxy Cet",1.02333333333333,-6.9
346,"Cluster Nebulosity Tuc",0.985,-72.1833333333333
347,"Galaxy Cet",1.02333333333333,-6.81666666666667
348,"Galaxy Phe",1.015,-53.25
349,"Galaxy Cet",1.03166666666667,-6.81666666666667
350,"Galaxy Cet",1.03333333333333,-6.81666666666667
351,"Galaxy Cet",1.035,-1.91666666666667
352,"Galaxy Cet",1.035,-4.25
353,"Galaxy Cet",1.04333333333333,-1.93333333333333
354,"Galaxy Psc",1.055,22.3333333333333
355,"Galaxy Cet",1.05333333333333,-6.33333333333333
356,"Galaxy Cet",1.055,-7
357,"Galaxy Cet",1.05666666666667,-6.33333333333333
359,"Galaxy Cet",1.07333333333333,-0.75
360,"Galaxy Tuc",1.04833333333333,-65.6166666666667
361,"Globular Cluster Tuc",1.03666666666667,-71.55
362,"Globular Cluster Tuc",1.05333333333333,-70.85
363,"Galaxy Cet",1.10166666666667,-16.5666666666667
364,"Galaxy Cet",1.07666666666667,-0.85
365,"Galaxy Scl",1.06833333333333,-35.1166666666667
366,"Open Cluster Cas",1.10666666666667,62.2333333333333
368,"Galaxy Phe",1.07333333333333,-43.2666666666667
369,"Galaxy Cet",1.085,-17.75
371,"Open Cluster Tuc",1.055,-72.0833333333333
374,"Galaxy Psc",1.11833333333333,32.7666666666667
375,"Galaxy Psc",1.11833333333333,32.35
376," Tuc",1.065,-72.8166666666667
377,"Triple Star Cet",1.105,-20.05
378,"Galaxy Scl",1.10333333333333,-30.1833333333333
379,"Galaxy Psc",1.12166666666667,32.5166666666667
380,"Galaxy Psc",1.12166666666667,32.4833333333333
381,"Open Cluster Cas",1.13833333333333,61.5833333333333
382,"Galaxy Psc",1.12333333333333,32.4
383,"Galaxy Psc",1.12333333333333,32.4166666666667
384,"Galaxy Psc",1.12333333333333,32.3
385,"Galaxy Psc",1.12333333333333,32.3166666666667
386,"Galaxy Psc",1.125,32.3666666666667
388,"Galaxy Psc",1.13,32.3166666666667
389,"Galaxy And",1.14166666666667,39.7
391,"Galaxy Cet",1.125,0.933333333333333
392,"Galaxy Psc",1.14,33.1166666666667
393,"Galaxy And",1.14333333333333,39.6666666666667
394,"Galaxy Psc",1.14,33.1333333333333
395," Tuc",1.08833333333333,-72
397,"Galaxy Psc",1.14166666666667,33.1
398,"Galaxy Psc",1.14666666666667,32.5
399,"Galaxy Psc",1.15,32.6166666666667
403,"Galaxy Psc",1.15333333333333,32.75
404,"Galaxy And",1.15666666666667,35.7166666666667
405,"Double Star Phe",1.13833333333333,-46.6666666666667
406,"Galaxy Tuc",1.12333333333333,-69.8833333333333
407,"Galaxy Psc",1.17666666666667,33.1166666666667
409,"Galaxy Scl",1.15833333333333,-35.8
410,"Galaxy Psc",1.18333333333333,33.15
411," Tuc",1.13166666666667,-71.7666666666667
413,"Galaxy Cet",1.15833333333333,-2.83333333333333
414,"Galaxy Psc",1.18833333333333,33.1
415,"Galaxy Scl",1.17,-35.4833333333333
416,"Globular Cluster Tuc",1.135,-72.35
417,"Galaxy Cet",1.185,-18.1666666666667
418,"Galaxy Scl",1.17666666666667,-30.2166666666667
419,"Globular Cluster Tuc",1.13833333333333,-72.8833333333333
420,"Galaxy Psc",1.20166666666667,32.1
422," Tuc",1.14833333333333,-71.7666666666667
423,"Galaxy Scl",1.19,-29.2166666666667
424,"Galaxy Scl",1.19166666666667,-38.0833333333333
425,"Galaxy And",1.21666666666667,38.8
426,"Galaxy Cet",1.215,-0.283333333333333
427,"Galaxy Scl",1.20833333333333,-32.05
428,"Galaxy Cet",1.215,0.983333333333333
429,"Galaxy Cet",1.21666666666667,-0.333333333333333
430,"Galaxy Cet",1.21833333333333,-0.25
431,"Galaxy And",1.23666666666667,33.7333333333333
432,"Galaxy Tuc",1.19666666666667,-61.5333333333333
433,"Open Cluster Cas",1.255,60.1333333333333
434,"Galaxy Tuc",1.20333333333333,-58.25
435,"Galaxy Cet",1.23333333333333,2.06666666666667
436,"Open Cluster Cas",1.26,58.8166666666667
437,"Galaxy Psc",1.24,5.93333333333333
438,"Galaxy Scl",1.22333333333333,-37.9333333333333
439,"Galaxy Scl",1.23,-31.75
440,"Galaxy Tuc",1.215,-58.2833333333333
441,"Galaxy Scl",1.23333333333333,-31.7833333333333
442,"Galaxy Cet",1.24333333333333,-1.01666666666667
443,"Galaxy Psc",1.25166666666667,33.3833333333333
444,"Galaxy Psc",1.265,31.0833333333333
445,"Galaxy Cet",1.24833333333333,1.93333333333333
446,"Galaxy Psc",1.24833333333333,4.18333333333333
447,"Galaxy Psc",1.26,33.0666666666667
448,"Galaxy Cet",1.255,-1.61666666666667
449,"Galaxy Psc",1.26833333333333,33.0833333333333
450,"Galaxy Cet",1.25833333333333,-0.866666666666667
451,"Galaxy Psc",1.27,33.0666666666667
452,"Galaxy Psc",1.27166666666667,31.0333333333333
454,"Galaxy Phe",1.24,-55.4
455,"Galaxy Psc",1.26666666666667,5.18333333333333
456,"Nebula Tuc",1.24,-73.2833333333333
457,"Open Cluster Cas",1.31833333333333,58.3333333333333
458," Tuc",1.24833333333333,-71.55
459,"Galaxy Psc",1.3,17.55
460,"Cluster Nebulosity Tuc",1.24666666666667,-72.3
461,"Galaxy Scl",1.28833333333333,-33.8333333333333
462,"Galaxy Psc",1.30166666666667,4.23333333333333
463,"Galaxy Psc",1.315,16.3166666666667
465,"Open Cluster Tuc",1.25833333333333,-73.3333333333333
466,"Galaxy Tuc",1.28666666666667,-58.9166666666667
467,"Galaxy Psc",1.32,3.3
468,"Galaxy Psc",1.33,32.7833333333333
469,"Galaxy Psc",1.32333333333333,14.8833333333333
470,"Galaxy Psc",1.32833333333333,3.41666666666667
471,"Galaxy Psc",1.33166666666667,14.7833333333333
472,"Galaxy Psc",1.34166666666667,32.7166666666667
473,"Galaxy Psc",1.33166666666667,16.55
474,"Galaxy Psc",1.335,3.41666666666667
475,"Galaxy Psc",1.33333333333333,14.85
476,"Galaxy Psc",1.33666666666667,16.0166666666667
477,"Galaxy And",1.355,40.4833333333333
478,"Galaxy Cet",1.33666666666667,-22.3666666666667
479,"Galaxy Psc",1.355,3.86666666666667
481,"Galaxy Cet",1.35,-9.2
482,"Galaxy Phe",1.33833333333333,-40.95
483,"Galaxy Psc",1.36666666666667,33.5333333333333
484,"Galaxy Tuc",1.32666666666667,-58.5166666666667
485,"Galaxy Psc",1.35666666666667,7.01666666666667
487,"Galaxy Cet",1.36333333333333,-16.35
488,"Galaxy Psc",1.36333333333333,5.25
489,"Galaxy Psc",1.36333333333333,9.2
490,"Galaxy Psc",1.36833333333333,5.36666666666667
491,"Galaxy Scl",1.35666666666667,-34.05
492,"Galaxy Psc",1.37,5.41666666666667
493,"Galaxy Cet",1.37,0.95
494,"Galaxy Psc",1.38333333333333,33.1833333333333
495,"Galaxy Psc",1.38166666666667,33.4666666666667
496,"Galaxy Psc",1.38833333333333,33.55
497,"Galaxy Cet",1.37333333333333,-0.883333333333333
498,"Galaxy Psc",1.38833333333333,33.5
499,"Galaxy Psc",1.38666666666667,33.4666666666667
500,"Galaxy Psc",1.37833333333333,5.4
501,"Galaxy Psc",1.39,33.45
502,"Galaxy Psc",1.38,9.05
503,"Galaxy Psc",1.39166666666667,33.35
504,"Galaxy Psc",1.39166666666667,33.2166666666667
505,"Galaxy Psc",1.38166666666667,9.46666666666667
507,"Galaxy Psc",1.395,33.25
508,"Galaxy Psc",1.395,33.2833333333333
509,"Galaxy Psc",1.39,9.43333333333333
511,"Galaxy Psc",1.39166666666667,11.2833333333333
512,"Galaxy And",1.4,33.9166666666667
513,"Galaxy And",1.39666666666667,33.8166666666667
514,"Galaxy Psc",1.40166666666667,12.9166666666667
515,"Galaxy Psc",1.41,33.4833333333333
516,"Galaxy Psc",1.40166666666667,9.55
517,"Galaxy Psc",1.41166666666667,33.45
518,"Galaxy Psc",1.405,9.33333333333333
519,"Galaxy Cet",1.40833333333333,-1.63333333333333
520,"Galaxy Psc",1.41,3.8
521,"Galaxy Cet",1.41,1.73333333333333
522,"Galaxy Psc",1.41333333333333,10
523,"Galaxy And",1.42166666666667,34.0333333333333
524,"Galaxy Psc",1.41333333333333,9.53333333333333
525,"Galaxy Psc",1.41333333333333,9.7
527,"Galaxy Scl",1.4,-35.1
528,"Galaxy And",1.425,33.6833333333333
529,"Galaxy And",1.42833333333333,34.7333333333333
530,"Galaxy Cet",1.41166666666667,-1.58333333333333
531,"Galaxy And",1.43833333333333,34.75
532,"Galaxy Psc",1.42166666666667,9.26666666666667
533,"Galaxy Cet",1.425,1.76666666666667
534,"Galaxy Scl",1.41,-38.1166666666667
535,"Galaxy Cet",1.425,-1.41666666666667
536,"Galaxy And",1.44,34.7166666666667
537," And",1.43833333333333,34.0833333333333
538,"Galaxy Cet",1.42333333333333,-1.55
539,"Galaxy Cet",1.42166666666667,-18.15
540,"Galaxy Cet",1.45166666666667,-20.0333333333333
541,"Galaxy Cet",1.42833333333333,-1.38333333333333
542,"Galaxy And",1.44166666666667,34.6833333333333
543,"Galaxy Cet",1.43,-1.3
544,"Galaxy Scl",1.41833333333333,-38.0833333333333
545,"Galaxy Cet",1.43333333333333,-1.33333333333333
546,"Galaxy Scl",1.41833333333333,-38.05
547,"Galaxy Cet",1.43333333333333,-1.35
548,"Galaxy Cet",1.43333333333333,-1.23333333333333
550,"Galaxy Cet",1.445,2.01666666666667
551,"Galaxy And",1.46,37.1833333333333
553," Psc",1.46333333333333,33.4666666666667
554,"Galaxy Cet",1.45333333333333,-22.7166666666667
555,"Galaxy Cet",1.45333333333333,-22.75
556," Cet",1.45333333333333,-22.7
557,"Galaxy Cet",1.44166666666667,-1.63333333333333
558,"Galaxy Cet",1.455,-1.96666666666667
559,"Open Cluster Cas",1.49166666666667,63.3
560,"Galaxy Cet",1.45666666666667,-1.91666666666667
561,"Galaxy And",1.47,34.3166666666667
562,"Galaxy And",1.47333333333333,48.3833333333333
563,"Galaxy Cet",1.45166666666667,-18.6333333333333
564,"Galaxy Cet",1.46333333333333,-1.88333333333333
565,"Galaxy Cet",1.47,-1.3
566,"Galaxy Psc",1.48333333333333,32.35
567,"Galaxy Cet",1.44833333333333,-10.25
568,"Galaxy Scl",1.465,-35.7166666666667
569,"Galaxy Psc",1.485,11.15
570,"Galaxy Cet",1.48333333333333,-0.95
571,"Galaxy Psc",1.49833333333333,32.5166666666667
572,"Galaxy Scl",1.47666666666667,-39.3
573,"Galaxy And",1.515,41.2666666666667
574,"Galaxy Scl",1.48333333333333,-35.5833333333333
575,"Galaxy Psc",1.51333333333333,21.4333333333333
576,"Galaxy Phe",1.48166666666667,-51.6
577,"Galaxy Cet",1.51166666666667,-1.98333333333333
578,"Galaxy Cet",1.50833333333333,-22.6666666666667
579,"Galaxy Tri",1.52833333333333,33.6333333333333
580," Cet",1.51166666666667,-2
581,"Open Cluster Cas",1.55333333333333,60.7
582,"Galaxy Tri",1.53166666666667,33.5
583,"Galaxy Cet",1.495,-18.3166666666667
584,"Galaxy Cet",1.52166666666667,-6.86666666666667
585,"Galaxy Cet",1.52833333333333,-0.916666666666667
586,"Galaxy Cet",1.52666666666667,-6.9
587,"Galaxy Tri",1.54166666666667,35.3666666666667
589,"Galaxy Cet",1.54333333333333,-12.0333333333333
590,"Galaxy And",1.56,44.9333333333333
591,"Galaxy And",1.55833333333333,35.6833333333333
593,"Galaxy Cet",1.53833333333333,-12.35
594,"Galaxy Cet",1.55,-16.5333333333333
596,"Galaxy Cet",1.54833333333333,-7.03333333333333
597,"Galaxy Scl",1.53666666666667,-33.4833333333333
598,"Galaxy Tri",1.565,30.65
599,"Galaxy Cet",1.54666666666667,-12.1833333333333
600,"Galaxy Cet",1.55166666666667,-7.31666666666667
601," Cet",1.555,-12.2
602,"Cluster Nebulosity Hyi",1.49333333333333,-73.55
605,"Galaxy And",1.585,41.2666666666667
606,"Galaxy Psc",1.58166666666667,21.4333333333333
608,"Galaxy Tri",1.59,33.6833333333333
609,"Open Cluster Cas",1.62,64.55
612,"Galaxy Scl",1.56666666666667,-36.5
